title,text,rating
Trải nghiệm tuyệt vời tại nhà hàng Li Bai,"Gia đình mình đã có một bữa tiệc nhỏ ấm cúng tại nhà hàng Libai. 🥂 Không gian thoải mái. 🍃 Thực đơn phong phú, mang đậm hương vị Quảng Đông. 😋 Cảm ơn chị Lam Tran, anh Vi Xu, anh Khang Le và bạn Tien Tran đã phục vụ ân cần, chu đáo. 🙏 Mình hy vọng sẽ sớm quay lại. 😊",3
Chất lượng sản phẩm rất tệ,"Chất lượng sản phẩm rất kém, rất rất kém, hình một đằng, thực tế một nẻo, quần thì rộng, to size S mà như L, quần thì lưng ngắn quá mức cho phép. 😡👎 Quần không ôm, rộng rộng, xấu kinh khủng. 😠",1
Dịch vụ du lịch mùa hè.,"Không gian quán đẹp, sạch sẽ. ✨ View đẹp, có nhiều loại đồ ăn thức uống đa dạng. 🍹 Nhân viên nhiệt tình, thân thiện, có nhiều khách hàng ghé đến. 😊🍽️",3
"Áo không vừa, không thoải mái",ÁO MẶC KHÔNG VỪA... 😒👕,1
Thật tuyệt và đáng để thăm quan,"Bảo tàng dân tộc học có rất nhiều vật dụng của người dân tộc đang cư trú trên mọi miền Việt Nam được trưng bày và gìn giữ cẩn thận. 🏛️ Nơi đây sẽ là nơi bảo tồn tất cả những nét văn hóa của toàn bộ các tộc người tại Việt Nam. 🌍 Không gian trưng bày rất ấn tượng, thoáng đáng và được giới thiệu khá tốt. 👏 Tôi mất cả ngày để thăm quan bảo tàng. 🕰️",3
Không nhận được phản hồi từ shop,Đặt hàng giao nhầm sản phẩm ib kêu đổi không trả lời. 😡📞,1
"Khá nhiều khách Tây, cảnh đẹp","Bãi biển rộng (tuy không bằng bãi Cửa Đại thời xưa, khi chưa bị xâm thực), ngày càng nhiều hàng quán, homestay. 🏖️ Là nơi nên ghé qua, thử đĩa hải sản 🦞, nhấm nháp lon bia 🍻, ngắm bãi biển Đà Nẵng xa xa từ lều tranh cạnh biển. 🌊",3
Vải có vết bẩn,Vải hơi bẩn.😡,2
Kỉ niệm vui vẻ,"Sailing club nằm ngay trung tâm bờ biển của thành phố Nha Trang. 🌴 Không gian thoáng, nhạc DJ nghe nhẹ nhàng. 🎶 Chúng tôi đặt 1 chỗ nằm dưới bãi cát, vừa ngắm biển vào ban đêm vừa thưởng thức chai bia thật tuyệt vời. 🍺 Nhân viên thân thiện và nhiệt tình. 😊",3
"Phố cổ Hội An, điểm đến du lịch nổi tiếng thế giới.......","Phố cổ Hội An, điểm đến du lịch nổi tiếng thế giới, niềm tự hào của nhân dân Việt Nam nói chung và đồng bào tỉnh Quảng Nam nói riêng. 🇻🇳
Vẻ đẹp Hội An làm say đắm bao du khách đến đây bởi nét đẹp bình dị, mộc mạc trường tồn theo thời gian. 🏘️ Nơi đây còn lưu giữ gần như nguyên vẹn hơn 1000 di tích kiến trúc như nhà cửa, phố xá, cầu, đình, chùa, miếu cổ... 🏛️
Đặc biệt nếp sống bình dị, thân thiện, hiếu khách của người dân Hội An. 😊
Hội An đẹp cả về ban ngày lẫn ban đêm. 🌇 Du khách nên bố trí đến ban ngày để thăm các công trình kiến trúc như hội quán, đền, đình, chùa, cầu, nhà cổ... 🏛️ thưởng thức ẩm thực Hội An. 🍲
Nếu có điều kiện thời gian thì nên quay trở lại về ban đêm để thấy các tuyến phố rực rỡ đèn lồng, cảnh trên bến dưới thuyền lung linh huyền ảo đẹp đến nao lòng. 🌟
Hoặc tham gia đi thuyền thả đèn hoa đăng. 🛶 Nơi đây chụp ảnh góc nào cũng đẹp, ngày cũng đẹp và đêm cũng đẹp. 📸 Du khách ra về mà lòng ngẩn ngơ luôn nhớ Hội An!",3
không gian quán gợi nhớ một Hà nội hào hùng. đồ ăn siêu ngon,Không gian quán rất sạch sẽ sang trọng với rất nhiều bức tranh phố cổ Hội An nhớ về lịch sử của một Hà Nội hào hùng. 🖼️ Đồ ăn siêu ngon và dịch vụ hoàn hảo. 😍 Hãy thử món bò nướng nha. 🥩,3
Thắng cảnh đẹp,"Điều ấn tượng nhất về Bà Nà, với tôi là đoạn đường di chuyển bằng cáp treo. 🎢 Nhìn xuống dưới thấy rừng cây, suối đồi rất thích. 🌲 Còn quang cảnh tại khu du lịch Bà Nà thì khá đẹp và được đầu tư, nhưng tôi vẫn thích những gì thuộc về thiên nhiên hơn :) 🌿",3
"Con người dễ thương, cả đến mấy chú chó cũng dễ thương","Bọn mình đi Đà Nẵng và sẵn tiện ghé thăm Hội An. 
Thuê xe chạy lên từ sớm và tận hưởng Hội An sáng trong lành, dễ thương. 
Không ồn ào, náo nhiệt hay lung linh như Hội An về đêm, nhưng Hội An sáng cũng có những cái hay của riêng mình, không khí miền Trung hôm đó đã trở lạnh, nên không cảnh cũng hữu tình không kém. ❄️
Tụi mình mua vé tham quan 10 điểm mà đi cả ngày vẫn chưa hết. 🏛️ Mình chưa được thưởng thức cơm gà nhưng có nếm thử món bún chả, quán lề đường nhưng đông và ngon khỏi nói, gia vị tự nêm nếm với nước hành tím, nước ớt, ớt ngọt... 🌶️
Tụi mình tha hồ ăn hợp khẩu vị và xử sạch những 2 tô mỗi đứa. 🍜
Ấn tượng máy em cún ở đây, em nào cũng béo quây nhìn cưng hết sức =)) 🐶😄",3
Một nơi nên tới nếu có dịp đến Hà Nội!,Lần thứ 2 mình đến Văn Miếu. 🌳 Cảnh vật và kiến trúc vẫn rất đẹp. 🏛️ Khuôn viên có nhiều cây xanh dẫn lối đến các kiến trúc cổ xưa. 🌿,3
Đẹp,"Hồ Hoàn Kiếm quá tuyệt, nơi có phong cảnh hữu tình và là trái tim thủ đô, nên sạch sẽ, và đi bộ cũng đẹp, mọi người đến Hà Nội nên ghé Hoàn Kiếm chơi dù 1 ít thời gian ngắn cũng được. 😍🌅",3
Tôi thích mặc form to hơn,Áo khá nhỏ. 😕👕,2
Leo mệt,"Ai chưa biết thì cũng nên đi 1 lần cho biết, leo đã đời. Ở đó có 1 cái động khá lớn. Nghe đồn cặp nào yêu nhau mà tới đây, sẽ chia tay nhau sau này đó! 💔",2
Hội An,"Kiến trúc của phố cổ Hội An có nhiều điểm giống Phố cổ Hà Nội, có lẽ là do nhìn nhiều kiến trúc của Hà Nội nên mình có cảm nhận như vậy. 🏘️",2
Mùi chanh dễ chịu nhất,Mùi chanh hay nhất. 🍋👌,2
Hài lòng,"Đầm phù hợp với giá tiền, mặc ai cũng bảo sexy quá 😂.",2
Size quá nhỏ,Size nhỏ xíu. 😡,1
NICE,Hội An rất đẹp và thơ mộng.Thích nhất buổi chiều tà trên sông Thu Bồn với những ánh đèn lung linh huyền ảo. 👌 Có thể chụp những bức ảnh đẹp cổ điển,3
Cầu gắn liền với lịch sử việt nam,"Tôi đến thăm vào lúc trời mưa. 🌧️ Thật thú vị khi chạy vào bên trong cầu trú mưa và ngắm sông Thu Bồn. 🌊 Cầu có ý nghĩa lịch sử, là rốn rồng ở Việt Nam. Cần bảo tồn duy tu, nếu người du lịch qua quá nhiều tôi e sợ sẽ xuống cấp. 😟",3
Là phẳng rồi mới đẹp như hình,Sau khi là lượt cho phẳng phiu thì ra được sản phẩm như hình dưới. 😬,2
"Cơm tạm ổn, nhưng canh thì gây thất vọng lớn",Cơm ăn cũng tạm nhưng canh thế này thì cũng hoảng đấy!!! 😱🍲,1
Thích- tự hào,"Là dân Việt nam nhưng ở miền khác nên tôi cũng chỉ được nghe về đất Củ Chi anh hùng qua những trang sách. Khi vào Sài Gòn sống và làm việc thì tôi có nhiều dịp đi đến đây, khi thì đi với bạn bè, khi thì đi với ba, rồi với mẹ. Chạy xe máy từ Sài Gòn xuống hơi đuối nhưng tới nơi rồi thật thích. Như tách hẳn cái xô bồ phố thị, hoàn toàn với thiên nhiên. Từng cảnh như gợi nhớ về lịch sử hào hùng của cha ông. Cha mẹ tôi đều rất hào hứng khi đi vào các đường hầm ngầm tại địa đạo, có nhiều vị khách nước ngoài vì khá cao lớn nên không chui được ...trông họ tiếc hùi hụi. Tham quan xong ăn bánh ít khoai mì. Ôi, còn ổi ở đây bán rất ngon, lần nào cũng mua mang về mấy kg....Thích và khâm phục, tự hào về lịch sử hào hùng của cha ông ta.",3
Dim sum,Không gian thoải mái thích hợp cho gia đình và bạn bè . Món ăn rất ngon và hấp dẫn . Nhân viên rất nhiệt tình .,3
chả to hơi cháy,Không ngon chả to hơi cháy. Như cục thịt viên. Nước chấm bình thường. 😒,1
"Tạm được, tuy nhiên âm nhạc quá lớn tới khuya gây ảnh hưởng nghỉ ngơi.","Khách sạn sạch sẽ. Cảnh quan đẹp, đầy đủ tiện nghi, thái độ nhân viên rất thân thiện. 😊",2
thái độ nhân viên cần cải thiện!,"Ăn được nhưng hơi đắt, cần xem lại thái độ nhân viên. 😕",1
Tuk tuk review,"Quán không gian rộng rãi, đồ ăn ngon, giá cả hợp lý. Các bạn nhân viên thân thiện còn mặc quần thái cute lém ^^ 😄",3
Trải nghiệm bữa tối khác lạ,"Đây là lần thứ 2 mình tới Noir. Thực sự ấn tượng với các bạn nhân viên, từ khi được đón tiếp 1 cách nồng hậu tới những bạn phục vụ khiếm thị tận tình, chu đáo. 😊",3
bị thiếu ruốc,"Bánh giò và giò chả ngon, nhưng cân thì không chuẩn. 😕 Hôm trước mua ruốc cũng bị thiếu mà quên không chụp. Hôm nay nhất định phải chụp thử để up ảnh. 📸 Ngày xưa mua rất thích vì ngon và chuẩn, nhưng giờ kiểu 1kg 8.5 lạng thì mất hết giá trị. 😒",1
👍🏻👍🏻👍🏻👍🏻,Thịt ở đây siêu tươi và sạch. Cô chú chủ quán siêu nice!!! Không có gì để chê. Giá ở trên phố như thế này là quá rẻ mà toàn đồ tươi ngon. 😍👍,3
Ăn Tối Tại Era,"Nhà hàng sạch sẽ lịch sự, không gian rộng rãi, có cả ngoài trời và bên trong, phục vụ tốt. Món ăn khá vừa miệng. Không gian rộng. 5 sao ạ! 🌟",3
Size không đều nhau,Hàng size cũng không đều nhau. 😕,1
Tốt,Nộm chân gà và cánh gà chiên mắm siêu đỉnh.1 địa điểm tuyệt vời cho trải nghiệm bữa tối tại phố cổ🥰,3
Nhân viên thân thiện và nhiệt tình,"Quán ăn ngon giữa lòng phố cổ có rất nhiều khách nước ngoài đến ăn ở đây. Đồ ăn rất ngon, nhất là món bò nướng tại bàn. 😋",3
Thái độ phục vụ 10 điểm,Thịt tươi ngon. Nhân viên phục vụ nhiệt tình và thân thiện. Quán sạch sẽ và sang trọng. 😊,2
Set bò nướng tươi ngon,"Set nầm bò nướng tươi ngon chất lượng.
Không gian quán thoáng ăn uổng rất thoải mái.
Các bạn nhân viên phục vụ rất nhiệt tình. 
Mình sẽ quay lại nhiều lần ♥️",3
Xin đừng chiến tranh nữa,"Một trải nghiệm thật khác lạ. Nhiều chứng tích chiến tranh, nhiều vũ khí, khí tài cùng với đó là những hình ảnh thực sự tàn khốc của chiến tranh. Mong sao mãi mãi đừng có chiến tranh ở đất nước này nữa. Sống trong hòa bình như hiện tại là thiên đường rồi. 😊",3
Đồ ăn ngon,"Đồ ăn ngon, quán rộng nhưng nhân viên hôm đó dễ thương nhưng mà quán đẹp bày trí okela. Sẽ quay lại lần sau. 😊",3
Nhộn Nhịp -Thú Vị,"Có rất nhiều đồ lưu niệm truyền thống và món ăn truyền thống, món ăn đường phố của Việt Nam. Đặc biệt vào cuối tuần có phiên chợ bán rất nhiều đồ lưu niệm rất nhiều khách du lịch và người việt nam đi dạo và tham gia các hoạt động đượng phố thú vị. bạn nên tới đây vào cuối tuần",3
"Thịt bở, ướp không vừa miệng, không đáng giá tiền","Đồ ăn chán, thịt bở, ướp không ngon. Chất lượng tệ so với giá, sẽ không bao giờ quay lại. 😞",1
"Không gian nhàm chán, nước ép chua, phục vụ thái độ, khách hàng khó chịu","Không gian quán mình thấy không có gì đặc sắc. Thậm chí hơi nhàm chán. Mình gọi 1 dứa ép, hơi bị chua. Nhân viên thì thái độ. Mình hỏi ""Cho mình 1 cốc nước lọc được không?"" thì bảo ""Nhà em có Lavie thôi"" và thái độ rất bất cần. Xong mình cũng rất lịch sự nhẹ nhàng: ""Thế cho mình 1 Lavie nhé và 2 cốc đá nữa ạ."" Thì bạn quay ngoắt đi luôn. Đợi mãi chẳng thấy mang ra??? Nói chung, Xofa hết chỗ thì cũng chẳng muốn sang đây nữa. 😠",1
Bãi biển riêng đẹp và rất thích. Khá hài lòng ngoại trừ khu vực tắm trong phòng và thái độ của nhân viên lái xe điện,"Khu nghỉ dưỡng đáng để quay lại cho các gia đình nếu như cải thiện được chất lượng khu vực tắm riêng của các căn. Mình ở căn 409, khu vực tắm không hề cho cảm giác riêng tư. Lối vào chỗ để cục nóng điều hòa thông với khu vực tắm mà chỉ được ngăn cách bởi các thanh che, có rất nhiều kẽ hở, bên ngoài lối vào cũng không được căng lưới hay ngăn lại, người ngoài có thể đi vào lối đó mà không gặp trở ngại gì. Rất không riêng tư. Còn về vấn đề xe điện, mình phải đợi rất lâu khi gọi xe, có 2-3 lần mình phải đợi 10-15 phút, 1 lần tận 20 phút, nhưng khi trao đổi lại thì nhân viên lái xe cũng không giải thích hay xin lỗi gì vì để nhà mình phải đợi lâu. Ngoài các vấn đề này thì resort này rất ok khi đi cùng gia đình, khu vui chơi và tắm biển cùng bể bơi hoàn toàn tách biệt nên rất thích. 😊",2
Bún chả ngon,"Mặc dù món này khá quen thuộc nhưng nghe nhiều người nói bún chả ở đây ngon, hương vị không giống nhiều nơi, nên mình cũng muốn thử, mình qua ăn và thấy đúng như thế thật, bún ngon, mềm, nước chấm thơm, vừa miệng, mình thấy rất thích. 😋",3
Bãi biển đẹp ☺️,"Bãi biển rất đẹp cát trắng và mịn. Nước biển xanh sóng không quá to nên phù hợp cho tắm biển. Nhiều nhà hàng quanh đây giá cả cũng phù hợp. Ăn uống ở đây khá thích. Nhiều đồ ăn hải sản. Ở đây ba ngày, ngày nào cũng ra bãi biển này tắm.",3
Không hài lòng với món ăn,Phần thịt nướng còn tái nhiều. Nước sốt hơi nhạt. Không hài lòng nhất vẫn là phần thịt nướng. 😕,1
